SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10566,1,일본여행,여행,해외여행,아시아,일본,2278,10042,12320,20230508
10567,2,대만여행,여행,해외여행,아시아,대만,1562,6469,8031,20230508
10568,3,후쿠오카여행,여행,해외여행,아시아,일본,1442,5215,6657,20230508
10569,4,베트남여행,여행,해외여행,아시아,베트남,1008,4709,5717,20230508
10570,5,오사카여행,여행,해외여행,아시아,일본,1139,3983,5122,20230508
10571,6,싱가포르여행,여행,해외여행,아시아,싱가포르,826,4150,4976,20230508
10572,7,태국여행,여행,해외여행,아시아,태국,785,3792,4577,20230508
10573,8,세부여행,여행,해외여행,아시아,필리핀,865,3712,4577,20230508
10574,9,도쿄여행,여행,해외여행,아시아,일본,1073,3181,4254,20230508
10575,10,홍콩여행,여행,해외여행,아시아,중국,727,3200,3927,20230508
