"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3789","1","몰타여행","여행","해외여행","유럽","몰타","26","2189","2215","20210905"
"3790","2","일본여행","여행","해외여행","아시아","일본","217","1173","1390","20210905"
"3791","3","하와이여행","여행","해외여행","북아메리카","미국","86","1009","1095","20210905"
"3792","4","괌여행","여행","해외여행","오세아니아","미국","96","815","911","20210905"
"3793","5","대만여행","여행","해외여행","아시아","대만","78","602","680","20210905"
"3794","6","미국여행","여행","해외여행","북아메리카","미국","89","519","608","20210905"
"3795","7","태국여행","여행","해외여행","아시아","태국","70","529","599","20210905"
"3796","8","사이판여행","여행","해외여행","오세아니아","미국","68","523","591","20210905"
"3797","9","스페인여행","여행","해외여행","유럽","스페인","59","478","537","20210905"
"3798","10","스위스여행","여행","해외여행","유럽","스위스","59","429","488","20210905"
