"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"8603","1","일본여행","여행","해외여행","아시아","일본","3261","12686","15947","20221027"
"8604","2","후쿠오카여행","여행","해외여행","아시아","일본","1612","5247","6859","20221027"
"8605","3","오사카여행","여행","해외여행","아시아","일본","1474","4481","5955","20221027"
"8606","4","도쿄여행","여행","해외여행","아시아","일본","1190","3557","4747","20221027"
"8607","5","대만여행","여행","해외여행","아시아","대만","936","3196","4132","20221027"
"8608","6","베트남여행","여행","해외여행","아시아","베트남","657","3424","4081","20221027"
"8609","7","싱가포르여행","여행","해외여행","아시아","싱가포르","604","3087","3691","20221027"
"8610","8","태국여행","여행","해외여행","아시아","태국","577","2953","3530","20221027"
"8611","9","괌여행","여행","해외여행","오세아니아","미국","624","2090","2714","20221027"
"8612","10","방콕여행","여행","해외여행","아시아","태국","528","1921","2449","20221027"
