SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10636,1,일본여행,여행,해외여행,아시아,일본,2517,10055,12572,20230515
10637,2,몽골여행,여행,해외여행,아시아,몽골,1412,8524,9936,20230515
10638,3,후쿠오카여행,여행,해외여행,아시아,일본,1667,5429,7096,20230515
10639,4,대만여행,여행,해외여행,아시아,대만,1531,5558,7089,20230515
10640,5,베트남여행,여행,해외여행,아시아,베트남,974,4754,5728,20230515
10641,6,싱가포르여행,여행,해외여행,아시아,싱가포르,945,4404,5349,20230515
10642,7,오사카여행,여행,해외여행,아시아,일본,1281,4043,5324,20230515
10643,8,홍콩여행,여행,해외여행,아시아,중국,1191,3899,5090,20230515
10644,9,도쿄여행,여행,해외여행,아시아,일본,1150,3551,4701,20230515
10645,10,세부여행,여행,해외여행,아시아,필리핀,960,3582,4542,20230515
