"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2459","1","일본여행","여행","해외여행","아시아","일본","152","823","975","20210425"
"2460","2","베트남여행","여행","해외여행","아시아","베트남","70","492","562","20210425"
"2461","3","하와이여행","여행","해외여행","북아메리카","미국","43","442","485","20210425"
"2462","4","대만여행","여행","해외여행","아시아","대만","62","391","453","20210425"
"2463","5","괌여행","여행","해외여행","오세아니아","미국","28","408","436","20210425"
"2464","6","태국여행","여행","해외여행","아시아","태국","73","354","427","20210425"
"2465","7","미국여행","여행","해외여행","북아메리카","미국","57","352","409","20210425"
"2466","8","스페인여행","여행","해외여행","유럽","스페인","33","289","322","20210425"
"2467","9","인도여행","여행","해외여행","아시아","인도","28","283","311","20210425"
"2468","10","스위스여행","여행","해외여행","유럽","스위스","30","255","285","20210425"
