"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3729","1","일본여행","여행","해외여행","아시아","일본","307","1090","1397","20210830"
"3730","2","하와이여행","여행","해외여행","북아메리카","미국","194","717","911","20210830"
"3731","3","괌여행","여행","해외여행","오세아니아","미국","204","574","778","20210830"
"3732","4","사이판여행","여행","해외여행","오세아니아","미국","124","476","600","20210830"
"3733","5","미국여행","여행","해외여행","북아메리카","미국","140","445","585","20210830"
"3734","6","태국여행","여행","해외여행","아시아","태국","109","414","523","20210830"
"3735","7","스페인여행","여행","해외여행","유럽","스페인","83","380","463","20210830"
"3736","8","스위스여행","여행","해외여행","유럽","스위스","99","357","456","20210830"
"3737","9","대만여행","여행","해외여행","아시아","대만","88","333","421","20210830"
"3738","10","이탈리아여행","여행","해외여행","유럽","이탈리아","68","298","366","20210830"
