SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10536,1,일본여행,여행,해외여행,아시아,일본,1001,8890,9891,20230505
10537,2,대만여행,여행,해외여행,아시아,대만,598,6181,6779,20230505
10538,3,후쿠오카여행,여행,해외여행,아시아,일본,613,4714,5327,20230505
10539,4,베트남여행,여행,해외여행,아시아,베트남,354,4959,5313,20230505
10540,5,싱가포르여행,여행,해외여행,아시아,싱가포르,317,4313,4630,20230505
10541,6,오사카여행,여행,해외여행,아시아,일본,560,3981,4541,20230505
10542,7,도쿄여행,여행,해외여행,아시아,일본,555,3422,3977,20230505
10543,8,태국여행,여행,해외여행,아시아,태국,258,3604,3862,20230505
10544,9,홍콩여행,여행,해외여행,아시아,중국,278,3311,3589,20230505
10545,10,세부여행,여행,해외여행,아시아,필리핀,284,3045,3329,20230505
