"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"7933","1","일본여행","여행","해외여행","아시아","일본","3317","12671","15988","20220822"
"7934","2","태국여행","여행","해외여행","아시아","태국","1089","4742","5831","20220822"
"7935","3","베트남여행","여행","해외여행","아시아","베트남","907","3831","4738","20220822"
"7936","4","싱가포르여행","여행","해외여행","아시아","싱가포르","751","3732","4483","20220822"
"7937","5","괌여행","여행","해외여행","오세아니아","미국","917","2884","3801","20220822"
"7938","6","방콕여행","여행","해외여행","아시아","태국","690","2486","3176","20220822"
"7939","7","스위스여행","여행","해외여행","유럽","스위스","404","2502","2906","20220822"
"7940","8","하와이여행","여행","해외여행","북아메리카","미국","302","2499","2801","20220822"
"7941","9","다낭여행","여행","해외여행","아시아","베트남","545","1966","2511","20220822"
"7942","10","발리여행","여행","해외여행","아시아","인도네시아","405","1947","2352","20220822"
