"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"18494","1","일본여행","여행","해외여행","아시아","일본","626","199","825","20200401"
"18495","2","인도네시아여행","여행","해외여행","아시아","인도네시아","475","58","533","20200401"
"18496","3","베트남여행","여행","해외여행","아시아","베트남","407","97","504","20200401"
"18497","4","대만여행","여행","해외여행","아시아","대만","389","96","485","20200401"
"18498","5","스위스여행","여행","해외여행","유럽","스위스","394","91","485","20200401"
"18499","6","발리여행","여행","해외여행","아시아","인도네시아","333","96","429","20200401"
"18500","7","미국여행","여행","해외여행","북아메리카","미국","336","80","416","20200401"
"18501","8","라오스여행","여행","해외여행","아시아","라오스","320","42","362","20200401"
"18502","9","괌여행","여행","해외여행","오세아니아","미국","247","95","342","20200401"
"18503","10","태국여행","여행","해외여행","아시아","태국","254","68","322","20200401"
