"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2919","1","일본여행","여행","해외여행","아시아","일본","365","1179","1544","20210610"
"2920","2","싱가포르여행","여행","해외여행","아시아","싱가포르","231","1098","1329","20210610"
"2921","3","괌여행","여행","해외여행","오세아니아","미국","304","858","1162","20210610"
"2922","4","태국여행","여행","해외여행","아시아","태국","221","779","1000","20210610"
"2923","5","하와이여행","여행","해외여행","북아메리카","미국","183","741","924","20210610"
"2924","6","프랑스여행","여행","해외여행","유럽","프랑스","229","645","874","20210610"
"2925","7","대만여행","여행","해외여행","아시아","대만","188","527","715","20210610"
"2926","8","미국여행","여행","해외여행","북아메리카","미국","177","474","651","20210610"
"2927","9","베트남여행","여행","해외여행","아시아","베트남","128","380","508","20210610"
"2928","10","스페인여행","여행","해외여행","유럽","스페인","102","386","488","20210610"
