SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10396,1,일본여행,여행,해외여행,아시아,일본,1998,8205,10203,20230421
10397,2,대만여행,여행,해외여행,아시아,대만,1253,4890,6143,20230421
10398,3,후쿠오카여행,여행,해외여행,아시아,일본,1260,4292,5552,20230421
10399,4,베트남여행,여행,해외여행,아시아,베트남,766,4362,5128,20230421
10400,5,오사카여행,여행,해외여행,아시아,일본,1045,3615,4660,20230421
10401,6,싱가포르여행,여행,해외여행,아시아,싱가포르,708,3839,4547,20230421
10402,7,도쿄여행,여행,해외여행,아시아,일본,884,2839,3723,20230421
10403,8,세부여행,여행,해외여행,아시아,필리핀,635,2743,3378,20230421
10404,9,태국여행,여행,해외여행,아시아,태국,577,2722,3299,20230421
10405,10,홍콩여행,여행,해외여행,아시아,중국,500,2713,3213,20230421
