"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4719","1","일본여행","여행","해외여행","아시아","일본","398","1931","2329","20211207"
"4720","2","태국여행","여행","해외여행","아시아","태국","197","931","1128","20211207"
"4721","3","미국여행","여행","해외여행","북아메리카","미국","140","592","732","20211207"
"4722","4","베트남여행","여행","해외여행","아시아","베트남","145","581","726","20211207"
"4723","5","싱가포르여행","여행","해외여행","아시아","싱가포르","164","550","714","20211207"
"4724","6","괌여행","여행","해외여행","오세아니아","미국","163","383","546","20211207"
"4725","7","터키여행","여행","해외여행","유럽","터키","112","434","546","20211207"
"4726","8","하와이여행","여행","해외여행","북아메리카","미국","89","424","513","20211207"
"4727","9","블라디보스톡여행","여행","해외여행","아시아","러시아","46","448","494","20211207"
"4728","10","대만여행","여행","해외여행","아시아","대만","110","371","481","20211207"
