"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2069","1","일본여행","여행","해외여행","아시아","일본","322","856","1178","20210317"
"2070","2","베트남여행","여행","해외여행","아시아","베트남","144","517","661","20210317"
"2071","3","스위스여행","여행","해외여행","유럽","스위스","91","402","493","20210317"
"2072","4","태국여행","여행","해외여행","아시아","태국","112","324","436","20210317"
"2073","5","미국여행","여행","해외여행","북아메리카","미국","75","328","403","20210317"
"2074","6","하와이여행","여행","해외여행","북아메리카","미국","112","275","387","20210317"
"2075","7","대만여행","여행","해외여행","아시아","대만","103","281","384","20210317"
"2076","8","괌여행","여행","해외여행","오세아니아","미국","82","225","307","20210317"
"2077","9","중국여행","여행","해외여행","아시아","중국","78","204","282","20210317"
"2078","10","스페인여행","여행","해외여행","유럽","스페인","45","190","235","20210317"
