"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"7523","1","일본여행","여행","해외여행","아시아","일본","4008","15148","19156","20220712"
"7524","2","베트남여행","여행","해외여행","아시아","베트남","1224","5239","6463","20220712"
"7525","3","태국여행","여행","해외여행","아시아","태국","1057","4102","5159","20220712"
"7526","4","싱가포르여행","여행","해외여행","아시아","싱가포르","830","3797","4627","20220712"
"7527","5","괌여행","여행","해외여행","오세아니아","미국","1027","3231","4258","20220712"
"7528","6","방콕여행","여행","해외여행","아시아","태국","732","2543","3275","20220712"
"7529","7","대만여행","여행","해외여행","아시아","대만","595","1902","2497","20220712"
"7530","8","다낭여행","여행","해외여행","아시아","베트남","625","1872","2497","20220712"
"7531","9","터키여행","여행","해외여행","유럽","터키","396","2048","2444","20220712"
"7532","10","몽골여행","여행","해외여행","아시아","몽골","441","1684","2125","20220712"
