"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3719","1","일본여행","여행","해외여행","아시아","일본","216","1128","1344","20210829"
"3720","2","하와이여행","여행","해외여행","북아메리카","미국","78","797","875","20210829"
"3721","3","괌여행","여행","해외여행","오세아니아","미국","91","713","804","20210829"
"3722","4","사이판여행","여행","해외여행","오세아니아","미국","59","697","756","20210829"
"3723","5","스페인여행","여행","해외여행","유럽","스페인","39","584","623","20210829"
"3724","6","미국여행","여행","해외여행","북아메리카","미국","85","516","601","20210829"
"3725","7","태국여행","여행","해외여행","아시아","태국","65","468","533","20210829"
"3726","8","스위스여행","여행","해외여행","유럽","스위스","79","408","487","20210829"
"3727","9","대만여행","여행","해외여행","아시아","대만","57","364","421","20210829"
"3728","10","프랑스여행","여행","해외여행","유럽","프랑스","42","354","396","20210829"
