"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4379","1","일본여행","여행","해외여행","아시아","일본","1342","4647","5989","20211103"
"4380","2","태국여행","여행","해외여행","아시아","태국","877","3054","3931","20211103"
"4381","3","괌여행","여행","해외여행","오세아니아","미국","610","1654","2264","20211103"
"4382","4","하와이여행","여행","해외여행","북아메리카","미국","327","1491","1818","20211103"
"4383","5","싱가포르여행","여행","해외여행","아시아","싱가포르","284","1302","1586","20211103"
"4384","6","베트남여행","여행","해외여행","아시아","베트남","291","1294","1585","20211103"
"4385","7","터키여행","여행","해외여행","유럽","터키","251","1319","1570","20211103"
"4386","8","스페인여행","여행","해외여행","유럽","스페인","277","1062","1339","20211103"
"4387","9","미국여행","여행","해외여행","북아메리카","미국","207","883","1090","20211103"
"4388","10","대만여행","여행","해외여행","아시아","대만","197","836","1033","20211103"
