"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3509","1","모로코여행","여행","해외여행","아프리카","모로코","58","3125","3183","20210808"
"3510","2","일본여행","여행","해외여행","아시아","일본","149","1204","1353","20210808"
"3511","3","스위스여행","여행","해외여행","유럽","스위스","66","884","950","20210808"
"3512","4","하와이여행","여행","해외여행","북아메리카","미국","64","711","775","20210808"
"3513","5","그리스여행","여행","해외여행","유럽","그리스","24","743","767","20210808"
"3514","6","괌여행","여행","해외여행","오세아니아","미국","79","657","736","20210808"
"3515","7","터키여행","여행","해외여행","유럽","터키","54","547","601","20210808"
"3516","8","케냐여행","여행","해외여행","아프리카","케냐","26","558","584","20210808"
"3517","9","프랑스여행","여행","해외여행","유럽","프랑스","34","522","556","20210808"
"3518","10","사이판여행","여행","해외여행","오세아니아","미국","36","494","530","20210808"
