SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8983,1,일본여행,여행,해외여행,아시아,일본,1767,16016,17783,20221204
8984,2,후쿠오카여행,여행,해외여행,아시아,일본,1075,8036,9111,20221204
8985,3,오사카여행,여행,해외여행,아시아,일본,954,7052,8006,20221204
8986,4,도쿄여행,여행,해외여행,아시아,일본,911,5812,6723,20221204
8987,5,대만여행,여행,해외여행,아시아,대만,613,5867,6480,20221204
8988,6,베트남여행,여행,해외여행,아시아,베트남,471,5403,5874,20221204
8989,7,싱가포르여행,여행,해외여행,아시아,싱가포르,352,4977,5329,20221204
8990,8,태국여행,여행,해외여행,아시아,태국,378,4616,4994,20221204
8991,9,삿포로여행,여행,해외여행,아시아,일본,508,4135,4643,20221204
8992,10,오키나와여행,여행,해외여행,아시아,일본,228,3158,3386,20221204
