SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10113,1,일본여행,여행,해외여행,아시아,일본,2092,8646,10738,20230324
10114,2,대만여행,여행,해외여행,아시아,대만,1375,5224,6599,20230324
10115,3,베트남여행,여행,해외여행,아시아,베트남,762,4210,4972,20230324
10116,4,후쿠오카여행,여행,해외여행,아시아,일본,1105,3569,4674,20230324
10117,5,오사카여행,여행,해외여행,아시아,일본,1008,3267,4275,20230324
10118,6,싱가포르여행,여행,해외여행,아시아,싱가포르,535,3513,4048,20230324
10119,7,세부여행,여행,해외여행,아시아,필리핀,726,2921,3647,20230324
10120,8,도쿄여행,여행,해외여행,아시아,일본,880,2751,3631,20230324
10121,9,태국여행,여행,해외여행,아시아,태국,576,2937,3513,20230324
10122,10,스페인여행,여행,해외여행,유럽,스페인,496,2479,2975,20230324
