"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2029","1","일본여행","여행","해외여행","아시아","일본","174","801","975","20210313"
"2030","2","조지아여행","여행","해외여행","유럽","조지아","9","497","506","20210313"
"2031","3","베트남여행","여행","해외여행","아시아","베트남","47","420","467","20210313"
"2032","4","하와이여행","여행","해외여행","북아메리카","미국","38","397","435","20210313"
"2033","5","대만여행","여행","해외여행","아시아","대만","53","338","391","20210313"
"2034","6","태국여행","여행","해외여행","아시아","태국","60","278","338","20210313"
"2035","7","미국여행","여행","해외여행","북아메리카","미국","42","262","304","20210313"
"2036","8","터키여행","여행","해외여행","유럽","터키","16","260","276","20210313"
"2037","9","스위스여행","여행","해외여행","유럽","스위스","38","223","261","20210313"
"2038","10","블라디보스톡여행","여행","해외여행","아시아","러시아","12","215","227","20210313"
