"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4559","1","일본여행","여행","해외여행","아시아","일본","877","5165","6042","20211121"
"4560","2","괌여행","여행","해외여행","오세아니아","미국","224","2181","2405","20211121"
"4561","3","태국여행","여행","해외여행","아시아","태국","243","1815","2058","20211121"
"4562","4","터키여행","여행","해외여행","유럽","터키","122","1786","1908","20211121"
"4563","5","싱가포르여행","여행","해외여행","아시아","싱가포르","218","1686","1904","20211121"
"4564","6","하와이여행","여행","해외여행","북아메리카","미국","118","1489","1607","20211121"
"4565","7","베트남여행","여행","해외여행","아시아","베트남","149","1354","1503","20211121"
"4566","8","스페인여행","여행","해외여행","유럽","스페인","140","1028","1168","20211121"
"4567","9","대만여행","여행","해외여행","아시아","대만","116","974","1090","20211121"
"4568","10","미국여행","여행","해외여행","북아메리카","미국","116","833","949","20211121"
