SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9733,1,일본여행,여행,해외여행,아시아,일본,2734,12062,14796,20230214
9734,2,대만여행,여행,해외여행,아시아,대만,1682,6523,8205,20230214
9735,3,후쿠오카여행,여행,해외여행,아시아,일본,1598,5115,6713,20230214
9736,4,싱가포르여행,여행,해외여행,아시아,싱가포르,976,5205,6181,20230214
9737,5,베트남여행,여행,해외여행,아시아,베트남,910,4860,5770,20230214
9738,6,오사카여행,여행,해외여행,아시아,일본,1215,4204,5419,20230214
9739,7,태국여행,여행,해외여행,아시아,태국,739,3992,4731,20230214
9740,8,홍콩여행,여행,해외여행,아시아,중국,913,3682,4595,20230214
9741,9,도쿄여행,여행,해외여행,아시아,일본,1139,3385,4524,20230214
9742,10,세부여행,여행,해외여행,아시아,필리핀,769,2938,3707,20230214
