SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8903,1,일본여행,여행,해외여행,아시아,일본,1523,13432,14955,20221126
8904,2,후쿠오카여행,여행,해외여행,아시아,일본,859,6138,6997,20221126
8905,3,오사카여행,여행,해외여행,아시아,일본,767,5018,5785,20221126
8906,4,대만여행,여행,해외여행,아시아,대만,418,4656,5074,20221126
8907,5,도쿄여행,여행,해외여행,아시아,일본,659,4319,4978,20221126
8908,6,태국여행,여행,해외여행,아시아,태국,264,4511,4775,20221126
8909,7,베트남여행,여행,해외여행,아시아,베트남,299,4003,4302,20221126
8910,8,싱가포르여행,여행,해외여행,아시아,싱가포르,249,3805,4054,20221126
8911,9,삿포로여행,여행,해외여행,아시아,일본,381,2697,3078,20221126
8912,10,방콕여행,여행,해외여행,아시아,태국,200,2266,2466,20221126
