SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9063,1,일본여행,여행,해외여행,아시아,일본,3997,15796,19793,20221212
9064,2,후쿠오카여행,여행,해외여행,아시아,일본,2420,8363,10783,20221212
9065,3,오사카여행,여행,해외여행,아시아,일본,1852,6873,8725,20221212
9066,4,도쿄여행,여행,해외여행,아시아,일본,1530,5586,7116,20221212
9067,5,베트남여행,여행,해외여행,아시아,베트남,1071,5778,6849,20221212
9068,6,대만여행,여행,해외여행,아시아,대만,1551,5201,6752,20221212
9069,7,태국여행,여행,해외여행,아시아,태국,860,4799,5659,20221212
9070,8,싱가포르여행,여행,해외여행,아시아,싱가포르,779,4410,5189,20221212
9071,9,삿포로여행,여행,해외여행,아시아,일본,1032,4078,5110,20221212
9072,10,세부여행,여행,해외여행,아시아,필리핀,741,3262,4003,20221212
