SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8723,1,일본여행,여행,해외여행,아시아,일본,3523,13007,16530,20221108
8724,2,후쿠오카여행,여행,해외여행,아시아,일본,1852,5788,7640,20221108
8725,3,오사카여행,여행,해외여행,아시아,일본,1522,4803,6325,20221108
8726,4,도쿄여행,여행,해외여행,아시아,일본,1391,4196,5587,20221108
8727,5,대만여행,여행,해외여행,아시아,대만,1147,3820,4967,20221108
8728,6,베트남여행,여행,해외여행,아시아,베트남,718,3600,4318,20221108
8729,7,싱가포르여행,여행,해외여행,아시아,싱가포르,709,3529,4238,20221108
8730,8,태국여행,여행,해외여행,아시아,태국,726,3157,3883,20221108
8731,9,세부여행,여행,해외여행,아시아,필리핀,647,2325,2972,20221108
8732,10,괌여행,여행,해외여행,오세아니아,미국,754,2142,2896,20221108
