SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9993,1,일본여행,여행,해외여행,아시아,일본,1155,9800,10955,20230312
9994,2,대만여행,여행,해외여행,아시아,대만,682,6431,7113,20230312
9995,3,베트남여행,여행,해외여행,아시아,베트남,410,5826,6236,20230312
9996,4,발리여행,여행,해외여행,아시아,인도네시아,317,5761,6078,20230312
9997,5,스페인여행,여행,해외여행,유럽,스페인,232,5820,6052,20230312
9998,6,라오스여행,여행,해외여행,아시아,라오스,198,5321,5519,20230312
9999,7,싱가포르여행,여행,해외여행,아시아,싱가포르,342,5069,5411,20230312
10000,8,오사카여행,여행,해외여행,아시아,일본,662,4328,4990,20230312
10001,9,후쿠오카여행,여행,해외여행,아시아,일본,593,4208,4801,20230312
10002,10,태국여행,여행,해외여행,아시아,태국,315,4112,4427,20230312
