"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3909","1","사이판여행","여행","해외여행","오세아니아","미국","435","2279","2714","20210917"
"3910","2","일본여행","여행","해외여행","아시아","일본","355","1621","1976","20210917"
"3911","3","괌여행","여행","해외여행","오세아니아","미국","218","856","1074","20210917"
"3912","4","태국여행","여행","해외여행","아시아","태국","189","751","940","20210917"
"3913","5","하와이여행","여행","해외여행","북아메리카","미국","155","621","776","20210917"
"3914","6","미국여행","여행","해외여행","북아메리카","미국","105","458","563","20210917"
"3915","7","대만여행","여행","해외여행","아시아","대만","112","398","510","20210917"
"3916","8","베트남여행","여행","해외여행","아시아","베트남","116","384","500","20210917"
"3917","9","스페인여행","여행","해외여행","유럽","스페인","68","371","439","20210917"
"3918","10","스위스여행","여행","해외여행","유럽","스위스","103","317","420","20210917"
