SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9743,1,일본여행,여행,해외여행,아시아,일본,2628,11302,13930,20230215
9744,2,대만여행,여행,해외여행,아시아,대만,1584,6198,7782,20230215
9745,3,싱가포르여행,여행,해외여행,아시아,싱가포르,904,5484,6388,20230215
9746,4,후쿠오카여행,여행,해외여행,아시아,일본,1397,4707,6104,20230215
9747,5,베트남여행,여행,해외여행,아시아,베트남,830,4622,5452,20230215
9748,6,오사카여행,여행,해외여행,아시아,일본,1221,4183,5404,20230215
9749,7,태국여행,여행,해외여행,아시아,태국,788,3711,4499,20230215
9750,8,도쿄여행,여행,해외여행,아시아,일본,974,3431,4405,20230215
9751,9,홍콩여행,여행,해외여행,아시아,중국,808,2952,3760,20230215
9752,10,세부여행,여행,해외여행,아시아,필리핀,639,2865,3504,20230215
