SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10496,1,일본여행,여행,해외여행,아시아,일본,1663,11124,12787,20230501
10497,2,대만여행,여행,해외여행,아시아,대만,888,6314,7202,20230501
10498,3,후쿠오카여행,여행,해외여행,아시아,일본,913,5224,6137,20230501
10499,4,베트남여행,여행,해외여행,아시아,베트남,541,5129,5670,20230501
10500,5,오사카여행,여행,해외여행,아시아,일본,846,4504,5350,20230501
10501,6,싱가포르여행,여행,해외여행,아시아,싱가포르,473,4246,4719,20230501
10502,7,도쿄여행,여행,해외여행,아시아,일본,734,3657,4391,20230501
10503,8,태국여행,여행,해외여행,아시아,태국,459,3871,4330,20230501
10504,9,홍콩여행,여행,해외여행,아시아,중국,405,3336,3741,20230501
10505,10,세부여행,여행,해외여행,아시아,필리핀,434,3266,3700,20230501
