SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9513,1,일본여행,여행,해외여행,아시아,일본,1547,19187,20734,20230123
9514,2,대만여행,여행,해외여행,아시아,대만,634,11233,11867,20230123
9515,3,싱가포르여행,여행,해외여행,아시아,싱가포르,501,10948,11449,20230123
9516,4,후쿠오카여행,여행,해외여행,아시아,일본,972,7487,8459,20230123
9517,5,베트남여행,여행,해외여행,아시아,베트남,421,7239,7660,20230123
9518,6,오사카여행,여행,해외여행,아시아,일본,787,6871,7658,20230123
9519,7,도쿄여행,여행,해외여행,아시아,일본,757,5906,6663,20230123
9520,8,태국여행,여행,해외여행,아시아,태국,319,5985,6304,20230123
9521,9,발리여행,여행,해외여행,아시아,인도네시아,189,4012,4201,20230123
9522,10,괌여행,여행,해외여행,오세아니아,미국,261,3540,3801,20230123
