"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2749","1","일본여행","여행","해외여행","아시아","일본","327","957","1284","20210524"
"2750","2","하와이여행","여행","해외여행","북아메리카","미국","137","618","755","20210524"
"2751","3","미국여행","여행","해외여행","북아메리카","미국","114","428","542","20210524"
"2752","4","태국여행","여행","해외여행","아시아","태국","122","342","464","20210524"
"2753","5","베트남여행","여행","해외여행","아시아","베트남","85","374","459","20210524"
"2754","6","스위스여행","여행","해외여행","유럽","스위스","122","281","403","20210524"
"2755","7","괌여행","여행","해외여행","오세아니아","미국","125","276","401","20210524"
"2756","8","중국여행","여행","해외여행","아시아","중국","68","294","362","20210524"
"2757","9","대만여행","여행","해외여행","아시아","대만","102","246","348","20210524"
"2758","10","프랑스여행","여행","해외여행","유럽","프랑스","94","240","334","20210524"
