SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9203,1,일본여행,여행,해외여행,아시아,일본,3693,17487,21180,20221226
9204,2,후쿠오카여행,여행,해외여행,아시아,일본,2336,8167,10503,20221226
9205,3,베트남여행,여행,해외여행,아시아,베트남,1283,7042,8325,20221226
9206,4,오사카여행,여행,해외여행,아시아,일본,1672,6272,7944,20221226
9207,5,대만여행,여행,해외여행,아시아,대만,1508,5737,7245,20221226
9208,6,도쿄여행,여행,해외여행,아시아,일본,1546,5048,6594,20221226
9209,7,싱가포르여행,여행,해외여행,아시아,싱가포르,890,4642,5532,20221226
9210,8,태국여행,여행,해외여행,아시아,태국,900,4462,5362,20221226
9211,9,달랏여행,여행,해외여행,아시아,베트남,363,4082,4445,20221226
9212,10,삿포로여행,여행,해외여행,아시아,일본,824,3018,3842,20221226
