"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2049","1","일본여행","여행","해외여행","아시아","일본","288","953","1241","20210315"
"2050","2","스위스여행","여행","해외여행","유럽","스위스","86","585","671","20210315"
"2051","3","베트남여행","여행","해외여행","아시아","베트남","123","519","642","20210315"
"2052","4","대만여행","여행","해외여행","아시아","대만","73","373","446","20210315"
"2053","5","하와이여행","여행","해외여행","북아메리카","미국","95","305","400","20210315"
"2054","6","미국여행","여행","해외여행","북아메리카","미국","80","308","388","20210315"
"2055","7","태국여행","여행","해외여행","아시아","태국","104","233","337","20210315"
"2056","8","터키여행","여행","해외여행","유럽","터키","50","226","276","20210315"
"2057","9","라오스여행","여행","해외여행","아시아","라오스","39","216","255","20210315"
"2058","10","중국여행","여행","해외여행","아시아","중국","56","187","243","20210315"
