SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9913,1,일본여행,여행,해외여행,아시아,일본,1061,9199,10260,20230304
9914,2,대만여행,여행,해외여행,아시아,대만,576,6335,6911,20230304
9915,3,베트남여행,여행,해외여행,아시아,베트남,386,5417,5803,20230304
9916,4,싱가포르여행,여행,해외여행,아시아,싱가포르,330,5259,5589,20230304
9917,5,태국여행,여행,해외여행,아시아,태국,305,4879,5184,20230304
9918,6,후쿠오카여행,여행,해외여행,아시아,일본,554,3971,4525,20230304
9919,7,오사카여행,여행,해외여행,아시아,일본,550,3816,4366,20230304
9920,8,발리여행,여행,해외여행,아시아,인도네시아,256,3583,3839,20230304
9921,9,세부여행,여행,해외여행,아시아,필리핀,249,3480,3729,20230304
9922,10,스페인여행,여행,해외여행,유럽,스페인,189,3440,3629,20230304
