SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8743,1,일본여행,여행,해외여행,아시아,일본,3307,13273,16580,20221110
8744,2,후쿠오카여행,여행,해외여행,아시아,일본,1711,5670,7381,20221110
8745,3,오사카여행,여행,해외여행,아시아,일본,1455,5012,6467,20221110
8746,4,도쿄여행,여행,해외여행,아시아,일본,1326,4142,5468,20221110
8747,5,대만여행,여행,해외여행,아시아,대만,1071,3851,4922,20221110
8748,6,베트남여행,여행,해외여행,아시아,베트남,669,3619,4288,20221110
8749,7,싱가포르여행,여행,해외여행,아시아,싱가포르,583,3617,4200,20221110
8750,8,태국여행,여행,해외여행,아시아,태국,595,3065,3660,20221110
8751,9,삿포로여행,여행,해외여행,아시아,일본,635,2231,2866,20221110
8752,10,세부여행,여행,해외여행,아시아,필리핀,530,2128,2658,20221110
