"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5149","1","일본여행","여행","해외여행","아시아","일본","318","2058","2376","20220114"
"5150","2","두바이여행","여행","해외여행","아시아","아랍에미리트","70","2006","2076","20220114"
"5151","3","사이판여행","여행","해외여행","오세아니아","미국","164","593","757","20220114"
"5152","4","싱가포르여행","여행","해외여행","아시아","싱가포르","133","601","734","20220114"
"5153","5","터키여행","여행","해외여행","유럽","터키","133","597","730","20220114"
"5154","6","베트남여행","여행","해외여행","아시아","베트남","120","597","717","20220114"
"5155","7","태국여행","여행","해외여행","아시아","태국","133","529","662","20220114"
"5156","8","아랍에미리트여행","여행","해외여행","아시아","아랍에미리트","0","652","652","20220114"
"5157","9","하와이여행","여행","해외여행","북아메리카","미국","115","462","577","20220114"
"5158","10","스위스여행","여행","해외여행","유럽","스위스","101","450","551","20220114"
