SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8663,1,일본여행,여행,해외여행,아시아,일본,2872,11314,14186,20221102
8664,2,후쿠오카여행,여행,해외여행,아시아,일본,1462,4745,6207,20221102
8665,3,오사카여행,여행,해외여행,아시아,일본,1313,4627,5940,20221102
8666,4,도쿄여행,여행,해외여행,아시아,일본,1265,3773,5038,20221102
8667,5,대만여행,여행,해외여행,아시아,대만,904,3454,4358,20221102
8668,6,싱가포르여행,여행,해외여행,아시아,싱가포르,620,3313,3933,20221102
8669,7,베트남여행,여행,해외여행,아시아,베트남,612,3099,3711,20221102
8670,8,태국여행,여행,해외여행,아시아,태국,488,2934,3422,20221102
8671,9,괌여행,여행,해외여행,오세아니아,미국,592,1997,2589,20221102
8672,10,삿포로여행,여행,해외여행,아시아,일본,550,1987,2537,20221102
