"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4849","1","일본여행","여행","해외여행","아시아","일본","476","2006","2482","20211220"
"4850","2","터키여행","여행","해외여행","유럽","터키","234","997","1231","20211220"
"4851","3","싱가포르여행","여행","해외여행","아시아","싱가포르","203","785","988","20211220"
"4852","4","태국여행","여행","해외여행","아시아","태국","188","787","975","20211220"
"4853","5","베트남여행","여행","해외여행","아시아","베트남","168","609","777","20211220"
"4854","6","미국여행","여행","해외여행","북아메리카","미국","125","536","661","20211220"
"4855","7","하와이여행","여행","해외여행","북아메리카","미국","130","496","626","20211220"
"4856","8","프랑스여행","여행","해외여행","유럽","프랑스","74","425","499","20211220"
"4857","9","스위스여행","여행","해외여행","유럽","스위스","81","414","495","20211220"
"4858","10","스페인여행","여행","해외여행","유럽","스페인","74","420","494","20211220"
