SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9243,1,일본여행,여행,해외여행,아시아,일본,2481,14481,16962,20221230
9244,2,후쿠오카여행,여행,해외여행,아시아,일본,1564,6521,8085,20221230
9245,3,베트남여행,여행,해외여행,아시아,베트남,779,5774,6553,20221230
9246,4,대만여행,여행,해외여행,아시아,대만,879,5268,6147,20221230
9247,5,오사카여행,여행,해외여행,아시아,일본,1134,4969,6103,20221230
9248,6,도쿄여행,여행,해외여행,아시아,일본,980,4328,5308,20221230
9249,7,싱가포르여행,여행,해외여행,아시아,싱가포르,643,4100,4743,20221230
9250,8,태국여행,여행,해외여행,아시아,태국,573,3718,4291,20221230
9251,9,달랏여행,여행,해외여행,아시아,베트남,184,2829,3013,20221230
9252,10,삿포로여행,여행,해외여행,아시아,일본,483,2499,2982,20221230
