"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4889","1","일본여행","여행","해외여행","아시아","일본","300","1598","1898","20211224"
"4890","2","태국여행","여행","해외여행","아시아","태국","150","647","797","20211224"
"4891","3","터키여행","여행","해외여행","유럽","터키","163","594","757","20211224"
"4892","4","싱가포르여행","여행","해외여행","아시아","싱가포르","112","509","621","20211224"
"4893","5","베트남여행","여행","해외여행","아시아","베트남","101","512","613","20211224"
"4894","6","미국여행","여행","해외여행","북아메리카","미국","84","382","466","20211224"
"4895","7","하와이여행","여행","해외여행","북아메리카","미국","78","330","408","20211224"
"4896","8","대만여행","여행","해외여행","아시아","대만","87","310","397","20211224"
"4897","9","스위스여행","여행","해외여행","유럽","스위스","63","311","374","20211224"
"4898","10","스페인여행","여행","해외여행","유럽","스페인","69","289","358","20211224"
