SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9073,1,일본여행,여행,해외여행,아시아,일본,3429,13559,16988,20221213
9074,2,후쿠오카여행,여행,해외여행,아시아,일본,2231,7832,10063,20221213
9075,3,오사카여행,여행,해외여행,아시아,일본,1692,6101,7793,20221213
9076,4,도쿄여행,여행,해외여행,아시아,일본,1551,4928,6479,20221213
9077,5,대만여행,여행,해외여행,아시아,대만,1329,4984,6313,20221213
9078,6,베트남여행,여행,해외여행,아시아,베트남,963,5127,6090,20221213
9079,7,삿포로여행,여행,해외여행,아시아,일본,1020,4089,5109,20221213
9080,8,태국여행,여행,해외여행,아시아,태국,775,4249,5024,20221213
9081,9,싱가포르여행,여행,해외여행,아시아,싱가포르,754,4102,4856,20221213
9082,10,세부여행,여행,해외여행,아시아,필리핀,679,2837,3516,20221213
