SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9603,1,일본여행,여행,해외여행,아시아,일본,3188,14560,17748,20230201
9604,2,대만여행,여행,해외여행,아시아,대만,1748,7712,9460,20230201
9605,3,후쿠오카여행,여행,해외여행,아시아,일본,1586,5527,7113,20230201
9606,4,싱가포르여행,여행,해외여행,아시아,싱가포르,1141,5707,6848,20230201
9607,5,오사카여행,여행,해외여행,아시아,일본,1467,5158,6625,20230201
9608,6,베트남여행,여행,해외여행,아시아,베트남,1050,5516,6566,20230201
9609,7,발리여행,여행,해외여행,아시아,인도네시아,1032,4821,5853,20230201
9610,8,도쿄여행,여행,해외여행,아시아,일본,1179,4281,5460,20230201
9611,9,태국여행,여행,해외여행,아시아,태국,867,4353,5220,20230201
9612,10,괌여행,여행,해외여행,오세아니아,미국,913,3175,4088,20230201
