"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1979","1","일본여행","여행","해외여행","아시아","일본","270","884","1154","20210308"
"1980","2","베트남여행","여행","해외여행","아시아","베트남","133","560","693","20210308"
"1981","3","팔라우여행","여행","해외여행","오세아니아","팔라우","25","542","567","20210308"
"1982","4","대만여행","여행","해외여행","아시아","대만","111","364","475","20210308"
"1983","5","스페인여행","여행","해외여행","유럽","스페인","58","327","385","20210308"
"1984","6","태국여행","여행","해외여행","아시아","태국","94","287","381","20210308"
"1985","7","스위스여행","여행","해외여행","유럽","스위스","71","267","338","20210308"
"1986","8","하와이여행","여행","해외여행","북아메리카","미국","69","261","330","20210308"
"1987","9","중국여행","여행","해외여행","아시아","중국","49","271","320","20210308"
"1988","10","미국여행","여행","해외여행","북아메리카","미국","55","258","313","20210308"
