"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5899","1","일본여행","여행","해외여행","아시아","일본","2005","6568","8573","20220330"
"5900","2","베트남여행","여행","해외여행","아시아","베트남","550","2584","3134","20220330"
"5901","3","하와이여행","여행","해외여행","북아메리카","미국","433","2145","2578","20220330"
"5902","4","괌여행","여행","해외여행","오세아니아","미국","640","1935","2575","20220330"
"5903","5","태국여행","여행","해외여행","아시아","태국","454","2054","2508","20220330"
"5904","6","싱가포르여행","여행","해외여행","아시아","싱가포르","340","1732","2072","20220330"
"5905","7","터키여행","여행","해외여행","유럽","터키","311","1453","1764","20220330"
"5906","8","스위스여행","여행","해외여행","유럽","스위스","286","1452","1738","20220330"
"5907","9","발리여행","여행","해외여행","아시아","인도네시아","271","1450","1721","20220330"
"5908","10","사이판여행","여행","해외여행","오세아니아","미국","293","1268","1561","20220330"
