SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10626,1,몽골여행,여행,해외여행,아시아,몽골,513,14832,15345,20230514
10627,2,일본여행,여행,해외여행,아시아,일본,1059,9820,10879,20230514
10628,3,대만여행,여행,해외여행,아시아,대만,545,6124,6669,20230514
10629,4,후쿠오카여행,여행,해외여행,아시아,일본,679,5599,6278,20230514
10630,5,싱가포르여행,여행,해외여행,아시아,싱가포르,392,5502,5894,20230514
10631,6,베트남여행,여행,해외여행,아시아,베트남,360,5067,5427,20230514
10632,7,오사카여행,여행,해외여행,아시아,일본,595,4471,5066,20230514
10633,8,세부여행,여행,해외여행,아시아,필리핀,324,4203,4527,20230514
10634,9,홍콩여행,여행,해외여행,아시아,중국,330,3984,4314,20230514
10635,10,태국여행,여행,해외여행,아시아,태국,248,3908,4156,20230514
