"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5459","1","일본여행","여행","해외여행","아시아","일본","747","2476","3223","20220214"
"5460","2","베트남여행","여행","해외여행","아시아","베트남","270","1040","1310","20220214"
"5461","3","태국여행","여행","해외여행","아시아","태국","238","951","1189","20220214"
"5462","4","스위스여행","여행","해외여행","유럽","스위스","180","819","999","20220214"
"5463","5","사이판여행","여행","해외여행","오세아니아","미국","208","773","981","20220214"
"5464","6","싱가포르여행","여행","해외여행","아시아","싱가포르","181","690","871","20220214"
"5465","7","하와이여행","여행","해외여행","북아메리카","미국","191","643","834","20220214"
"5466","8","터키여행","여행","해외여행","유럽","터키","149","613","762","20220214"
"5467","9","필리핀여행","여행","해외여행","아시아","필리핀","168","588","756","20220214"
"5468","10","괌여행","여행","해외여행","오세아니아","미국","128","491","619","20220214"
