SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10706,1,일본여행,여행,해외여행,아시아,일본,2771,10684,13455,20230522
10707,2,후쿠오카여행,여행,해외여행,아시아,일본,1661,5362,7023,20230522
10708,3,대만여행,여행,해외여행,아시아,대만,1476,5328,6804,20230522
10709,4,오사카여행,여행,해외여행,아시아,일본,1449,4571,6020,20230522
10710,5,베트남여행,여행,해외여행,아시아,베트남,987,4678,5665,20230522
10711,6,싱가포르여행,여행,해외여행,아시아,싱가포르,969,4496,5465,20230522
10712,7,몽골여행,여행,해외여행,아시아,몽골,1057,4060,5117,20230522
10713,8,도쿄여행,여행,해외여행,아시아,일본,1248,3712,4960,20230522
10714,9,세부여행,여행,해외여행,아시아,필리핀,1019,3647,4666,20230522
10715,10,태국여행,여행,해외여행,아시아,태국,831,3433,4264,20230522
