SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10166,1,일본여행,여행,해외여행,아시아,일본,2466,9420,11886,20230329
10167,2,대만여행,여행,해외여행,아시아,대만,1561,5507,7068,20230329
10168,3,베트남여행,여행,해외여행,아시아,베트남,905,4617,5522,20230329
10169,4,후쿠오카여행,여행,해외여행,아시아,일본,1169,3917,5086,20230329
10170,5,오사카여행,여행,해외여행,아시아,일본,1091,3580,4671,20230329
10171,6,싱가포르여행,여행,해외여행,아시아,싱가포르,691,3913,4604,20230329
10172,7,도쿄여행,여행,해외여행,아시아,일본,1070,3202,4272,20230329
10173,8,세부여행,여행,해외여행,아시아,필리핀,884,3187,4071,20230329
10174,9,홍콩여행,여행,해외여행,아시아,중국,842,2918,3760,20230329
10175,10,태국여행,여행,해외여행,아시아,태국,594,3070,3664,20230329
