"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"681","1","일본여행","여행","해외여행","아시아","일본","408","1193","1601","20201029"
"682","2","미국여행","여행","해외여행","북아메리카","미국","75","442","517","20201029"
"683","3","대만여행","여행","해외여행","아시아","대만","126","364","490","20201029"
"684","4","베트남여행","여행","해외여행","아시아","베트남","95","389","484","20201029"
"685","5","태국여행","여행","해외여행","아시아","태국","133","326","459","20201029"
"686","6","발리여행","여행","해외여행","아시아","인도네시아","71","359","430","20201029"
"687","7","하와이여행","여행","해외여행","북아메리카","미국","81","287","368","20201029"
"688","8","중국여행","여행","해외여행","아시아","중국","79","279","358","20201029"
"689","9","스위스여행","여행","해외여행","유럽","스위스","73","274","347","20201029"
"690","10","캐나다여행","여행","해외여행","북아메리카","캐나다","53","203","256","20201029"
