SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10146,1,일본여행,여행,해외여행,아시아,일본,2775,10357,13132,20230327
10147,2,대만여행,여행,해외여행,아시아,대만,1659,6132,7791,20230327
10148,3,베트남여행,여행,해외여행,아시아,베트남,1073,5317,6390,20230327
10149,4,후쿠오카여행,여행,해외여행,아시아,일본,1413,4546,5959,20230327
10150,5,싱가포르여행,여행,해외여행,아시아,싱가포르,828,4841,5669,20230327
10151,6,오사카여행,여행,해외여행,아시아,일본,1282,4217,5499,20230327
10152,7,도쿄여행,여행,해외여행,아시아,일본,1186,3463,4649,20230327
10153,8,세부여행,여행,해외여행,아시아,필리핀,903,3478,4381,20230327
10154,9,태국여행,여행,해외여행,아시아,태국,707,3457,4164,20230327
10155,10,괌여행,여행,해외여행,오세아니아,미국,1050,3071,4121,20230327
