SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10466,1,일본여행,여행,해외여행,아시아,일본,2024,9196,11220,20230428
10467,2,대만여행,여행,해외여행,아시아,대만,1127,4642,5769,20230428
10468,3,후쿠오카여행,여행,해외여행,아시아,일본,992,3967,4959,20230428
10469,4,베트남여행,여행,해외여행,아시아,베트남,687,3879,4566,20230428
10470,5,오사카여행,여행,해외여행,아시아,일본,900,3144,4044,20230428
10471,6,싱가포르여행,여행,해외여행,아시아,싱가포르,565,3287,3852,20230428
10472,7,태국여행,여행,해외여행,아시아,태국,476,3026,3502,20230428
10473,8,홍콩여행,여행,해외여행,아시아,중국,563,2923,3486,20230428
10474,9,도쿄여행,여행,해외여행,아시아,일본,749,2594,3343,20230428
10475,10,방콕여행,여행,해외여행,아시아,태국,576,2558,3134,20230428
