SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10596,1,일본여행,여행,해외여행,아시아,일본,2172,8602,10774,20230511
10597,2,대만여행,여행,해외여행,아시아,대만,1402,4973,6375,20230511
10598,3,후쿠오카여행,여행,해외여행,아시아,일본,1383,4443,5826,20230511
10599,4,베트남여행,여행,해외여행,아시아,베트남,837,4044,4881,20230511
10600,5,오사카여행,여행,해외여행,아시아,일본,1122,3629,4751,20230511
10601,6,싱가포르여행,여행,해외여행,아시아,싱가포르,779,3545,4324,20230511
10602,7,홍콩여행,여행,해외여행,아시아,중국,817,3051,3868,20230511
10603,8,세부여행,여행,해외여행,아시아,필리핀,770,3066,3836,20230511
10604,9,도쿄여행,여행,해외여행,아시아,일본,945,2776,3721,20230511
10605,10,태국여행,여행,해외여행,아시아,태국,666,2950,3616,20230511
