SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10216,1,일본여행,여행,해외여행,아시아,일본,2522,10269,12791,20230403
10217,2,대만여행,여행,해외여행,아시아,대만,1497,6070,7567,20230403
10218,3,베트남여행,여행,해외여행,아시아,베트남,935,4725,5660,20230403
10219,4,후쿠오카여행,여행,해외여행,아시아,일본,1325,4299,5624,20230403
10220,5,오사카여행,여행,해외여행,아시아,일본,1254,3933,5187,20230403
10221,6,싱가포르여행,여행,해외여행,아시아,싱가포르,742,4018,4760,20230403
10222,7,도쿄여행,여행,해외여행,아시아,일본,1017,3489,4506,20230403
10223,8,세부여행,여행,해외여행,아시아,필리핀,836,3402,4238,20230403
10224,9,태국여행,여행,해외여행,아시아,태국,640,3095,3735,20230403
10225,10,괌여행,여행,해외여행,오세아니아,미국,922,2754,3676,20230403
