SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9453,1,일본여행,여행,해외여행,아시아,일본,3440,17761,21201,20230117
9454,2,후쿠오카여행,여행,해외여행,아시아,일본,2192,7136,9328,20230117
9455,3,오사카여행,여행,해외여행,아시아,일본,1667,6352,8019,20230117
9456,4,싱가포르여행,여행,해외여행,아시아,싱가포르,1082,6043,7125,20230117
9457,5,대만여행,여행,해외여행,아시아,대만,1347,5614,6961,20230117
9458,6,베트남여행,여행,해외여행,아시아,베트남,1099,5543,6642,20230117
9459,7,도쿄여행,여행,해외여행,아시아,일본,1443,5038,6481,20230117
9460,8,태국여행,여행,해외여행,아시아,태국,877,4608,5485,20230117
9461,9,방콕여행,여행,해외여행,아시아,태국,747,3079,3826,20230117
9462,10,세부여행,여행,해외여행,아시아,필리핀,634,3002,3636,20230117
