SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9433,1,일본여행,여행,해외여행,아시아,일본,3426,17148,20574,20230116
9434,2,후쿠오카여행,여행,해외여행,아시아,일본,2236,7552,9788,20230116
9435,3,오사카여행,여행,해외여행,아시아,일본,1684,6729,8413,20230116
9436,4,싱가포르여행,여행,해외여행,아시아,싱가포르,1156,6843,7999,20230116
9437,5,베트남여행,여행,해외여행,아시아,베트남,1129,6438,7567,20230116
9438,6,대만여행,여행,해외여행,아시아,대만,1508,5906,7414,20230116
9439,7,도쿄여행,여행,해외여행,아시아,일본,1517,5433,6950,20230116
9440,8,태국여행,여행,해외여행,아시아,태국,983,5227,6210,20230116
9441,9,방콕여행,여행,해외여행,아시아,태국,704,3183,3887,20230116
9442,10,세부여행,여행,해외여행,아시아,필리핀,656,3164,3820,20230116
