"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4599","1","일본여행","여행","해외여행","아시아","일본","1270","4135","5405","20211125"
"4600","2","태국여행","여행","해외여행","아시아","태국","395","1513","1908","20211125"
"4601","3","괌여행","여행","해외여행","오세아니아","미국","390","1373","1763","20211125"
"4602","4","터키여행","여행","해외여행","유럽","터키","278","1335","1613","20211125"
"4603","5","싱가포르여행","여행","해외여행","아시아","싱가포르","260","1092","1352","20211125"
"4604","6","베트남여행","여행","해외여행","아시아","베트남","248","958","1206","20211125"
"4605","7","하와이여행","여행","해외여행","북아메리카","미국","234","929","1163","20211125"
"4606","8","사이판여행","여행","해외여행","오세아니아","미국","196","940","1136","20211125"
"4607","9","대만여행","여행","해외여행","아시아","대만","198","723","921","20211125"
"4608","10","스페인여행","여행","해외여행","유럽","스페인","193","711","904","20211125"
