"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5729","1","일본여행","여행","해외여행","아시아","일본","966","6802","7768","20220313"
"5730","2","베트남여행","여행","해외여행","아시아","베트남","205","2208","2413","20220313"
"5731","3","하와이여행","여행","해외여행","북아메리카","미국","228","2172","2400","20220313"
"5732","4","태국여행","여행","해외여행","아시아","태국","189","2076","2265","20220313"
"5733","5","괌여행","여행","해외여행","오세아니아","미국","126","1724","1850","20220313"
"5734","6","싱가포르여행","여행","해외여행","아시아","싱가포르","162","1659","1821","20220313"
"5735","7","사이판여행","여행","해외여행","오세아니아","미국","125","1574","1699","20220313"
"5736","8","발리여행","여행","해외여행","아시아","인도네시아","145","1401","1546","20220313"
"5737","9","터키여행","여행","해외여행","유럽","터키","147","1256","1403","20220313"
"5738","10","대만여행","여행","해외여행","아시아","대만","135","1184","1319","20220313"
