"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6299","1","일본여행","여행","해외여행","아시아","일본","1440","11373","12813","20220505"
"6300","2","싱가포르여행","여행","해외여행","아시아","싱가포르","235","4048","4283","20220505"
"6301","3","베트남여행","여행","해외여행","아시아","베트남","301","3503","3804","20220505"
"6302","4","태국여행","여행","해외여행","아시아","태국","313","2776","3089","20220505"
"6303","5","괌여행","여행","해외여행","오세아니아","미국","251","2526","2777","20220505"
"6304","6","하와이여행","여행","해외여행","북아메리카","미국","137","1975","2112","20220505"
"6305","7","발리여행","여행","해외여행","아시아","인도네시아","132","1931","2063","20220505"
"6306","8","대만여행","여행","해외여행","아시아","대만","147","1682","1829","20220505"
"6307","9","터키여행","여행","해외여행","유럽","터키","149","1633","1782","20220505"
"6308","10","스위스여행","여행","해외여행","유럽","스위스","125","1258","1383","20220505"
