"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1939","1","일본여행","여행","해외여행","아시아","일본","246","750","996","20210304"
"1940","2","베트남여행","여행","해외여행","아시아","베트남","125","380","505","20210304"
"1941","3","대만여행","여행","해외여행","아시아","대만","99","339","438","20210304"
"1942","4","하와이여행","여행","해외여행","북아메리카","미국","70","276","346","20210304"
"1943","5","미국여행","여행","해외여행","북아메리카","미국","61","249","310","20210304"
"1944","6","태국여행","여행","해외여행","아시아","태국","87","219","306","20210304"
"1945","7","중국여행","여행","해외여행","아시아","중국","52","252","304","20210304"
"1946","8","스위스여행","여행","해외여행","유럽","스위스","60","236","296","20210304"
"1947","9","스페인여행","여행","해외여행","유럽","스페인","37","166","203","20210304"
"1948","10","괌여행","여행","해외여행","오세아니아","미국","49","131","180","20210304"
