"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5679","1","일본여행","여행","해외여행","아시아","일본","831","3075","3906","20220308"
"5680","2","베트남여행","여행","해외여행","아시아","베트남","249","1152","1401","20220308"
"5681","3","사이판여행","여행","해외여행","오세아니아","미국","267","1006","1273","20220308"
"5682","4","태국여행","여행","해외여행","아시아","태국","231","922","1153","20220308"
"5683","5","싱가포르여행","여행","해외여행","아시아","싱가포르","216","854","1070","20220308"
"5684","6","하와이여행","여행","해외여행","북아메리카","미국","198","700","898","20220308"
"5685","7","터키여행","여행","해외여행","유럽","터키","148","609","757","20220308"
"5686","8","스위스여행","여행","해외여행","유럽","스위스","165","589","754","20220308"
"5687","9","발리여행","여행","해외여행","아시아","인도네시아","155","570","725","20220308"
"5688","10","괌여행","여행","해외여행","오세아니아","미국","148","565","713","20220308"
