SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9083,1,일본여행,여행,해외여행,아시아,일본,3213,12662,15875,20221214
9084,2,후쿠오카여행,여행,해외여행,아시아,일본,2017,6856,8873,20221214
9085,3,오사카여행,여행,해외여행,아시아,일본,1563,5872,7435,20221214
9086,4,베트남여행,여행,해외여행,아시아,베트남,936,5270,6206,20221214
9087,5,대만여행,여행,해외여행,아시아,대만,1241,4830,6071,20221214
9088,6,도쿄여행,여행,해외여행,아시아,일본,1339,4381,5720,20221214
9089,7,태국여행,여행,해외여행,아시아,태국,745,4442,5187,20221214
9090,8,삿포로여행,여행,해외여행,아시아,일본,1106,4070,5176,20221214
9091,9,싱가포르여행,여행,해외여행,아시아,싱가포르,739,3976,4715,20221214
9092,10,세부여행,여행,해외여행,아시아,필리핀,662,2741,3403,20221214
