SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9313,1,일본여행,여행,해외여행,아시아,일본,3272,15492,18764,20230106
9314,2,후쿠오카여행,여행,해외여행,아시아,일본,1931,6504,8435,20230106
9315,3,베트남여행,여행,해외여행,아시아,베트남,1143,6858,8001,20230106
9316,4,오사카여행,여행,해외여행,아시아,일본,1600,5810,7410,20230106
9317,5,대만여행,여행,해외여행,아시아,대만,1255,5226,6481,20230106
9318,6,도쿄여행,여행,해외여행,아시아,일본,1289,4724,6013,20230106
9319,7,태국여행,여행,해외여행,아시아,태국,937,4883,5820,20230106
9320,8,싱가포르여행,여행,해외여행,아시아,싱가포르,837,4587,5424,20230106
9321,9,삿포로여행,여행,해외여행,아시아,일본,620,2566,3186,20230106
9322,10,세부여행,여행,해외여행,아시아,필리핀,523,2544,3067,20230106
