"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1949","1","일본여행","여행","해외여행","아시아","일본","220","624","844","20210305"
"1950","2","팔라우여행","여행","해외여행","오세아니아","팔라우","33","583","616","20210305"
"1951","3","베트남여행","여행","해외여행","아시아","베트남","123","366","489","20210305"
"1952","4","싱가포르여행","여행","해외여행","아시아","싱가포르","21","429","450","20210305"
"1953","5","대만여행","여행","해외여행","아시아","대만","88","308","396","20210305"
"1954","6","태국여행","여행","해외여행","아시아","태국","84","253","337","20210305"
"1955","7","하와이여행","여행","해외여행","북아메리카","미국","80","254","334","20210305"
"1956","8","미국여행","여행","해외여행","북아메리카","미국","48","255","303","20210305"
"1957","9","중국여행","여행","해외여행","아시아","중국","56","232","288","20210305"
"1958","10","스위스여행","여행","해외여행","유럽","스위스","38","196","234","20210305"
