SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9753,1,일본여행,여행,해외여행,아시아,일본,2553,11266,13819,20230216
9754,2,대만여행,여행,해외여행,아시아,대만,1474,6201,7675,20230216
9755,3,싱가포르여행,여행,해외여행,아시아,싱가포르,847,4951,5798,20230216
9756,4,후쿠오카여행,여행,해외여행,아시아,일본,1371,4356,5727,20230216
9757,5,베트남여행,여행,해외여행,아시아,베트남,861,4517,5378,20230216
9758,6,오사카여행,여행,해외여행,아시아,일본,1103,4057,5160,20230216
9759,7,태국여행,여행,해외여행,아시아,태국,674,3976,4650,20230216
9760,8,도쿄여행,여행,해외여행,아시아,일본,991,3291,4282,20230216
9761,9,홍콩여행,여행,해외여행,아시아,중국,699,2747,3446,20230216
9762,10,세부여행,여행,해외여행,아시아,필리핀,587,2713,3300,20230216
